repo_owner,repo_name,repo_branch,file_path,repo_url,last_update,last_checked
"Bon-Appetit","shorturl-domains","master","wl-custom.txt","https://github.com/Bon-Appetit/shorturl-domains","2023-12-10T03:25:01Z","2023-12-20T19:55:29Z"
